>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-962_16S005782 HMT-962 Hominimerdicola aceti
>HMT-326_16S005783 HMT-326 Capnocytophaga endodontalis
>HMT-842_16S005784 HMT-842 Campylobacter ureolyticus
>HMT-563_16S005785 HMT-563 Leptotrichia buccalis
>HMT-842_16S005786 HMT-842 Campylobacter ureolyticus
>HMT-961_16S005787 HMT-961 Faecalibacterium prausnitzii
>HMT-417_16S005788 HMT-417 Leptotrichia sp. HMT-417
>HMT-215_16S005789 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-221_16S005790 HMT-221 Leptotrichia sp. HMT-221
>HMT-325_16S005791 HMT-325 Capnocytophaga granulosa
>HMT-215_16S005792 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-918_16S005793 HMT-918 Selenomonadaceae [G1] bacterium HMT-918
>HMT-221_16S005794 HMT-221 Leptotrichia sp. HMT-221
>HMT-433_16S005795 HMT-433 Campylobacter concisus
>HMT-221_16S005796 HMT-221 Leptotrichia sp. HMT-221
>HMT-165_16S005797 HMT-165 Catonella morbi
>HMT-164_16S005798 HMT-164 Catonella sp. HMT-164
>HMT-213_16S005799 HMT-213 Leptotrichia hongkongensis
>HMT-218_16S005800 HMT-218 Leptotrichia sp. HMT-218
>HMT-135_16S005801 HMT-135 Selenomonadaceae [G1] bacterium HMT-135
>HMT-844_16S005802 HMT-844 Sneathia vaginalis
>HMT-214_16S005803 HMT-214 Leptotrichia shahii
>HMT-218_16S005804 HMT-218 Leptotrichia sp. HMT-218
>HMT-540_16S005805 HMT-540 Cardiobacterium valvarum
>HMT-575_16S005806 HMT-575 Campylobacter concisus
>HMT-329_16S005807 HMT-329 Capnocytophaga leadbetteri
>HMT-329_16S005808 HMT-329 Capnocytophaga leadbetteri
>HMT-145_16S005809 HMT-145 Selenomonadaceae [G1] bacterium HMT-145
>HMT-100_16S005810 HMT-100 Lachnospiraceae [G3] bacterium HMT-100
>HMT-218_16S005811 HMT-218 Leptotrichia sp. HMT-218
>HMT-878_16S005812 HMT-878 Capnocytophaga sp. HMT-878
>HMT-221_16S005813 HMT-221 Leptotrichia sp. HMT-221
>HMT-844_16S005814 HMT-844 Sneathia vaginalis
>HMT-218_16S005815 HMT-218 Leptotrichia sp. HMT-218
>HMT-845_16S005816 HMT-845 Pseudoleptotrichia goodfellowii
>HMT-325_16S005817 HMT-325 Capnocytophaga granulosa
>HMT-329_16S005818 HMT-329 Capnocytophaga leadbetteri
>HMT-847_16S005819 HMT-847 Leptotrichia sp. HMT-847
>HMT-221_16S005820 HMT-221 Leptotrichia sp. HMT-221
>HMT-165_16S005821 HMT-165 Catonella morbi
>HMT-221_16S005822 HMT-221 Leptotrichia sp. HMT-221
>HMT-878_16S005823 HMT-878 Capnocytophaga sp. HMT-878
>HMT-844_16S005824 HMT-844 Sneathia vaginalis
>HMT-963_16S005825 HMT-963 Akkermansia muciniphila
>HMT-571_16S005826 HMT-571 Burkholderia cepacia
>HMT-844_16S005827 HMT-844 Sneathia vaginalis
>HMT-218_16S005828 HMT-218 Leptotrichia sp. HMT-218
>HMT-023_16S005829 HMT-023 Delftia acidovorans
>HMT-218_16S005830 HMT-218 Leptotrichia sp. HMT-218
>HMT-845_16S005831 HMT-845 Pseudoleptotrichia goodfellowii
>HMT-095_16S005832 HMT-095 Shuttleworthia satelles
>HMT-166_16S005833 HMT-166 Johnsonella sp. HMT-166
>HMT-325_16S005834 HMT-325 Capnocytophaga granulosa
>HMT-433_16S005835 HMT-433 Campylobacter concisus
>HMT-847_16S005836 HMT-847 Leptotrichia sp. HMT-847
>HMT-433_16S005837 HMT-433 Campylobacter concisus
>HMT-433_16S005838 HMT-433 Campylobacter concisus
>HMT-302_16S005839 HMT-302 Alloprevotella rava
>HMT-433_16S005840 HMT-433 Campylobacter concisus
>HMT-302_16S005841 HMT-302 Alloprevotella rava
>HMT-575_16S005842 HMT-575 Campylobacter concisus
>HMT-602_16S005843 HMT-602 Slackia exigua
>HMT-433_16S005844 HMT-433 Campylobacter concisus
>HMT-602_16S005845 HMT-602 Slackia exigua
>HMT-433_16S005846 HMT-433 Campylobacter concisus
>HMT-899_16S005847 HMT-899 Odoribacteraceae [G3] bacterium HMT-899
>HMT-215_16S005848 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-763_16S005849 HMT-763 Campylobacter showae
>HMT-575_16S005850 HMT-575 Campylobacter concisus
>HMT-602_16S005851 HMT-602 Slackia exigua
>HMT-212_16S005852 HMT-212 Pseudoleptotrichia sp. HMT-212
>HMT-763_16S005853 HMT-763 Campylobacter showae
>HMT-763_16S005854 HMT-763 Campylobacter showae
>HMT-433_16S005855 HMT-433 Campylobacter concisus
>HMT-433_16S005856 HMT-433 Campylobacter concisus
>HMT-417_16S005857 HMT-417 Leptotrichia sp. HMT-417
>HMT-748_16S005858 HMT-748 Campylobacter rectus
>HMT-575_16S005859 HMT-575 Campylobacter concisus
>HMT-711_16S005860 HMT-711 Moraxella osloensis
>HMT-433_16S005861 HMT-433 Campylobacter concisus
>HMT-433_16S005862 HMT-433 Campylobacter concisus
>HMT-214_16S005863 HMT-214 Leptotrichia shahii
>HMT-580_16S005864 HMT-580 Campylobacter curvus
>HMT-643_16S005865 HMT-643 Prevotella intermedia
>HMT-292_16S005866 HMT-292 
>HMT-561_16S005867 HMT-561 Metamycoplasma buccale
>HMT-433_16S005868 HMT-433 Campylobacter concisus
>HMT-873_16S005869 HMT-873 Patescibacteria [C1 O1 F1 G2] bacterium HMT-873
>HMT-433_16S005870 HMT-433 Campylobacter concisus
>HMT-433_16S005871 HMT-433 Campylobacter concisus
>HMT-847_16S005872 HMT-847 Leptotrichia sp. HMT-847
>HMT-377_16S005873 HMT-377 Peptoanaerobacter yurii
>HMT-433_16S005874 HMT-433 Campylobacter concisus
>HMT-575_16S005875 HMT-575 Campylobacter concisus
>HMT-433_16S005876 HMT-433 Campylobacter concisus
>HMT-433_16S005877 HMT-433 Campylobacter concisus
>HMT-575_16S005878 HMT-575 Campylobacter concisus
>HMT-215_16S005879 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-575_16S005880 HMT-575 Campylobacter concisus
>HMT-292_16S005881 HMT-292 
>HMT-433_16S005882 HMT-433 Campylobacter concisus
>HMT-433_16S005883 HMT-433 Campylobacter concisus
>HMT-575_16S005884 HMT-575 Campylobacter concisus
>HMT-433_16S005885 HMT-433 Campylobacter concisus
>HMT-763_16S005886 HMT-763 Campylobacter showae
>HMT-433_16S005887 HMT-433 Campylobacter concisus
>HMT-433_16S005888 HMT-433 Campylobacter concisus
>HMT-433_16S005889 HMT-433 Campylobacter concisus
>HMT-763_16S005890 HMT-763 Campylobacter showae
>HMT-433_16S005891 HMT-433 Campylobacter concisus
>HMT-433_16S005892 HMT-433 Campylobacter concisus
>HMT-763_16S005893 HMT-763 Campylobacter showae
>HMT-433_16S005894 HMT-433 Campylobacter concisus
>HMT-433_16S005895 HMT-433 Campylobacter concisus
>HMT-381_16S005896 HMT-381 Ruminococcaceae [G3] bacterium HMT-381
>HMT-433_16S005897 HMT-433 Campylobacter concisus
>HMT-433_16S005898 HMT-433 Campylobacter concisus
>HMT-433_16S005899 HMT-433 Campylobacter concisus
>HMT-847_16S005900 HMT-847 Leptotrichia sp. HMT-847
>HMT-575_16S005901 HMT-575 Campylobacter concisus
>HMT-218_16S005902 HMT-218 Leptotrichia sp. HMT-218
>HMT-553_16S005903 HMT-553 Segatella baroniae
>HMT-433_16S005904 HMT-433 Campylobacter concisus
>HMT-575_16S005905 HMT-575 Campylobacter concisus
>HMT-433_16S005906 HMT-433 Campylobacter concisus
>HMT-654_16S005907 HMT-654 Eggerthella lenta
>HMT-998_16S005908 HMT-998 Victivallis lenta
>HMT-895_16S005909 HMT-895 Bifidobacterium animalis
>HMT-289_16S005910 HMT-289 Segatella maculosa
>HMT-443_16S005911 HMT-443 Segatella sp. HMT-443
>HMT-693_16S005912 HMT-693 Prevotella nigrescens
>HMT-094_16S005913 HMT-094 Lachnospiraceae [G10] bacterium HMT-094
>HMT-307_16S005914 HMT-307 Segatella salivae
>HMT-022_16S005915 HMT-022 Lautropia mirabilis
>HMT-654_16S005916 HMT-654 Eggerthella lenta
>HMT-082_16S005917 HMT-082 Lachnoanaerobaculum orale
>HMT-433_16S005918 HMT-433 Campylobacter concisus
>HMT-304_16S005919 HMT-304 Prevotella sp. HMT-304
>HMT-022_16S005920 HMT-022 Lautropia mirabilis
>HMT-998_16S005921 HMT-998 Victivallis lenta
>HMT-266_16S005922 HMT-266 Leptothrix sp. HMT-266
>HMT-289_16S005923 HMT-289 Segatella maculosa
>HMT-396_16S005924 HMT-396 Prevotella sp. HMT-396
>HMT-895_16S005925 HMT-895 Bifidobacterium animalis
>HMT-343_16S005926 HMT-343 Achromobacter xylosoxidans
>HMT-027_16S005927 HMT-027 Cupriavidus gilardii
>HMT-654_16S005928 HMT-654 Eggerthella lenta
>HMT-654_16S005929 HMT-654 Eggerthella lenta
>HMT-775_16S005930 HMT-775 Capnocytophaga sputigena
>HMT-494_16S005931 HMT-494 Lachnoanaerobaculum saburreum
>HMT-082_16S005932 HMT-082 Lachnoanaerobaculum orale
>HMT-526_16S005933 HMT-526 Hoylesella koreensis
>HMT-303_16S005934 HMT-303 Hoylesella pleuritidis
>HMT-998_16S005935 HMT-998 Victivallis lenta
>HMT-494_16S005936 HMT-494 Lachnoanaerobaculum saburreum
>HMT-293_16S005937 HMT-293 
>HMT-311_16S005938 HMT-311 Segatella oris
>HMT-300_16S005939 HMT-300 Segatella sp. HMT-300
>HMT-026_16S005940 HMT-026 Schlegelella aquatica
>HMT-961_16S005941 HMT-961 Faecalibacterium prausnitzii
>HMT-560_16S005942 HMT-560 Segatella buccae
>HMT-654_16S005943 HMT-654 Eggerthella lenta
>HMT-606_16S005944 HMT-606 Metamycoplasma faucium
>HMT-300_16S005945 HMT-300 Segatella sp. HMT-300
>HMT-373_16S005946 HMT-373 Stomatobaculum sp. HMT-373
>HMT-213_16S005947 HMT-213 Leptotrichia hongkongensis
>HMT-500_16S005948 HMT-500 Lachnospiraceae [G8] bacterium HMT-500
>HMT-572_16S005949 HMT-572 Prevotella veroralis
>HMT-039_16S005950 HMT-039 Bdellovibrio sp. HMT-039
>HMT-273_16S005951 HMT-273 Porphyromonas endodontalis
>HMT-083_16S005952 HMT-083 Lachnoanaerobaculum sp. HMT-083
>HMT-910_16S005953 HMT-910 Stomatobaculum sp. HMT-910
>HMT-089_16S005954 HMT-089 Lachnoanaerobaculum sp. HMT-089
>HMT-419_16S005955 HMT-419 Stomatobaculum longum
>HMT-924_16S005956 HMT-924 Lachnocurva vaginae
>HMT-466_16S005957 HMT-466 Alloprevotella tannerae
>HMT-313_16S005958 HMT-313 Prevotella jejuni
>HMT-782_16S005959 HMT-782 Prevotella fusca
>HMT-291_16S005960 HMT-291 Prevotella denticola
>HMT-289_16S005961 HMT-289 Segatella maculosa
>HMT-306_16S005962 HMT-306 Prevotella vespertina
>HMT-466_16S005963 HMT-466 Alloprevotella tannerae
>HMT-526_16S005964 HMT-526 Hoylesella koreensis
>HMT-273_16S005965 HMT-273 Porphyromonas endodontalis
>HMT-314_16S005966 HMT-314 Prevotella sp. HMT-314
>HMT-222_16S005967 HMT-222 Leptotrichia wadei
>HMT-291_16S005968 HMT-291 Prevotella denticola
>HMT-943_16S005969 HMT-943 Prevotella aurantiaca
>HMT-732_16S005970 HMT-732 Mycoplasmoides pneumoniae
>HMT-053_16S005971 HMT-053 Corynebacterium minutissimum
>HMT-097_16S005972 HMT-097 Moryella sp. HMT-097
>HMT-572_16S005973 HMT-572 Prevotella veroralis
>HMT-273_16S005974 HMT-273 Porphyromonas endodontalis
>HMT-273_16S005975 HMT-273 Porphyromonas endodontalis
>HMT-301_16S005976 HMT-301 Hoylesella sp. HMT-301
>HMT-273_16S005977 HMT-273 Porphyromonas endodontalis
>HMT-083_16S005978 HMT-083 Lachnoanaerobaculum sp. HMT-083
>HMT-775_16S005979 HMT-775 Capnocytophaga sputigena
>HMT-366_16S005980 HMT-366 Ruminococcaceae [G3] bacterium HMT-366
>HMT-279_16S005981 HMT-279 Porphyromonas pasteri
>HMT-288_16S005982 HMT-288 Segatella oulorum
>HMT-690_16S005983 HMT-690 Fusobacterium necrophorum
>HMT-690_16S005984 HMT-690 Fusobacterium necrophorum
>HMT-215_16S005985 HMT-215 Pseudoleptotrichia sp. HMT-215
>HMT-690_16S005986 HMT-690 Fusobacterium necrophorum
>HMT-894_16S005987 HMT-894 Ottowia sp. HMT-894
>HMT-275_16S005988 HMT-275 Porphyromonas sp. HMT-275
>HMT-781_16S005989 HMT-781 Hoylesella saccharolytica
>HMT-690_16S005990 HMT-690 Fusobacterium necrophorum
>HMT-781_16S005991 HMT-781 Hoylesella saccharolytica
>HMT-690_16S005992 HMT-690 Fusobacterium necrophorum
>HMT-096_16S005993 HMT-096 Lachnospiraceae [G2] bacterium HMT-096
>HMT-690_16S005994 HMT-690 Fusobacterium necrophorum
>HMT-690_16S005995 HMT-690 Fusobacterium necrophorum
>HMT-690_16S005996 HMT-690 Fusobacterium necrophorum
>HMT-309_16S005997 HMT-309 Segatella sp. HMT-309
>HMT-277_16S005998 HMT-277 Porphyromonas sp. HMT-277
>HMT-088_16S005999 HMT-088 Lachnospiraceae [G2] bacterium HMT-088
>HMT-860_16S006000 HMT-860 Fusobacterium gonidiaformans
>HMT-214_16S006001 HMT-214 Leptotrichia shahii
>HMT-690_16S006002 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006003 HMT-690 Fusobacterium necrophorum
>HMT-278_16S006004 HMT-278 Porphyromonas sp. HMT-278
>HMT-690_16S006005 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006006 HMT-690 Fusobacterium necrophorum
>HMT-283_16S006007 HMT-283 Porphyromonas catoniae
>HMT-475_16S006008 HMT-475 Hoylesella sp. HMT-475
>HMT-777_16S006009 HMT-777 Jonquetella anthropi
>HMT-283_16S006010 HMT-283 Porphyromonas catoniae
>HMT-209_16S006011 HMT-209 Acidovorax ebreus
>HMT-198_16S006012 HMT-198 Alloscardovia omnicolens
>HMT-198_16S006013 HMT-198 Alloscardovia omnicolens
>HMT-690_16S006014 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006015 HMT-690 Fusobacterium necrophorum
>HMT-496_16S006016 HMT-496 Lachnoanaerobaculum sp. HMT-496
>HMT-284_16S006017 HMT-284 Porphyromonas sp. HMT-284
>HMT-785_16S006018 HMT-785 Porphyromonas uenonis
>HMT-690_16S006019 HMT-690 Fusobacterium necrophorum
>HMT-279_16S006020 HMT-279 Porphyromonas pasteri
>HMT-690_16S006021 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006022 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006023 HMT-690 Fusobacterium necrophorum
>HMT-690_16S006024 HMT-690 Fusobacterium necrophorum
>HMT-811_16S006025 HMT-811 Arcanobacterium haemolyticum
>HMT-690_16S006026 HMT-690 Fusobacterium necrophorum
>HMT-305_16S006027 HMT-305 Segatella sp. HMT-305
>HMT-230_16S006028 HMT-230 Treponema sp. HMT-230
>HMT-602_16S006029 HMT-602 Slackia exigua
>HMT-299_16S006030 HMT-299 Hoylesella nanceiensis
>HMT-085_16S006031 HMT-085 Ruminococcaceae [G2] bacterium HMT-085
>HMT-081_16S006032 HMT-081 Peptoanaerobacter sp. HMT-081
>HMT-033_16S006033 HMT-033 Corynebacterium appendicis
>HMT-019_16S006034 HMT-019 Corynebacterium accolens
>HMT-630_16S006035 HMT-630 Bacteroides heparinolyticus
>HMT-050_16S006036 HMT-050 Corynebacterium macginleyi
>HMT-787_16S006037 HMT-787 Bacteroides pyogenes
>HMT-953_16S006038 HMT-953 Fusobacterium hwasookii
>HMT-365_16S006039 HMT-365 Odoribacteraceae [G3] bacterium HMT-365
>HMT-961_16S006040 HMT-961 Faecalibacterium prausnitzii
>HMT-213_16S006041 HMT-213 Leptotrichia hongkongensis
>HMT-658_16S006042 HMT-658 Hoylesella loescheii
>HMT-472_16S006043 HMT-472 
>HMT-317_16S006044 HMT-317 Hoylesella sp. HMT-317
>HMT-317_16S006045 HMT-317 Hoylesella sp. HMT-317
>HMT-281_16S006046 HMT-281 Odoribacteraceae [G3] bacterium HMT-281
>HMT-860_16S006047 HMT-860 Fusobacterium gonidiaformans
>HMT-230_16S006048 HMT-230 Treponema sp. HMT-230
>HMT-280_16S006049 HMT-280 Odoribacteraceae [G3] bacterium HMT-280
>HMT-386_16S006050 HMT-386 Anaerosphaera mikwangii
>HMT-785_16S006051 HMT-785 Porphyromonas uenonis
>HMT-031_16S006052 HMT-031 Corynebacterium amycolatum
>HMT-586_16S006053 HMT-586 Parascardovia denticolens
>HMT-047_16S006054 HMT-047 Corynebacterium jeikeium
>HMT-400_16S006055 HMT-400 Nanogingivalis sp. HMT-400
>HMT-113_16S006056 HMT-113 Peptoniphilaceae [G1] bacterium HMT-113
>HMT-913_16S006057 HMT-913 Alloprevotella sp. HMT-913
>HMT-812_16S006058 HMT-812 Helicobacter pylori
>HMT-812_16S006059 HMT-812 Helicobacter pylori
>HMT-320_16S006060 HMT-320 Flavitalea sp. HMT-320
>HMT-202_16S006061 HMT-202 Fusobacterium polymorphum
>HMT-465_16S006062 HMT-465 Bacteroides zoogleoformans
>HMT-912_16S006063 HMT-912 Alloprevotella sp. HMT-912
>HMT-808_16S006064 HMT-808 Tannerella sp. HMT-808
>HMT-912_16S006065 HMT-912 Alloprevotella sp. HMT-912
>HMT-200_16S006066 HMT-200 Fusobacterium vincentii
>HMT-994_16S006067 HMT-994 Caldilinea aerophila
>HMT-630_16S006068 HMT-630 Bacteroides heparinolyticus
>HMT-436_16S006069 HMT-436 Odoribacteraceae [G3] bacterium HMT-436
>HMT-222_16S006070 HMT-222 Leptotrichia wadei
>HMT-969_16S006071 HMT-969 Bacteroides stercoris
>HMT-402_16S006072 HMT-402 Clostridiales [F1 G2] bacterium HMT-402
>HMT-916_16S006073 HMT-916 Tannerella sp. HMT-916
>HMT-351_16S006074 HMT-351 Nanosyncoccus sp. HMT-351
>HMT-286_16S006075 HMT-286 Tannerella serpentiformis
>HMT-202_16S006076 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006077 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006078 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006079 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006080 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006081 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006082 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006083 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006084 HMT-953 Fusobacterium hwasookii
>HMT-201_16S006085 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006086 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006087 HMT-202 Fusobacterium polymorphum
>HMT-232_16S006088 HMT-232 Treponema sp. HMT-232
>HMT-202_16S006089 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006090 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006091 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006092 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006093 HMT-202 Fusobacterium polymorphum
>HMT-228_16S006094 HMT-228 Treponema sp. HMT-228
>HMT-202_16S006095 HMT-202 Fusobacterium polymorphum
>HMT-812_16S006096 HMT-812 Helicobacter pylori
>HMT-202_16S006097 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006098 HMT-202 Fusobacterium polymorphum
>HMT-812_16S006099 HMT-812 Helicobacter pylori
>HMT-201_16S006100 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006101 HMT-202 Fusobacterium polymorphum
>HMT-029_16S006102 HMT-029 Treponema vincentii
>HMT-202_16S006103 HMT-202 Fusobacterium polymorphum
>HMT-201_16S006104 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006105 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006106 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006107 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006108 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006109 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-900_16S006110 HMT-900 Weeksellaceae [G1] bacterium HMT-900
>HMT-202_16S006111 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006112 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006113 HMT-202 Fusobacterium polymorphum
>HMT-126_16S006114 HMT-126 Selenomonas sp. HMT-126
>HMT-202_16S006115 HMT-202 Fusobacterium polymorphum
>HMT-242_16S006116 HMT-242 Treponema sp. HMT-242
>HMT-202_16S006117 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006118 HMT-202 Fusobacterium polymorphum
>HMT-201_16S006119 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006120 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006121 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006122 HMT-202 Fusobacterium polymorphum
>HMT-248_16S006123 HMT-248 Fusobacterium sp. HMT-248
>HMT-202_16S006124 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006125 HMT-953 Fusobacterium hwasookii
>HMT-189_16S006126 HMT-189 Kocuria atrinae
>HMT-248_16S006127 HMT-248 Fusobacterium sp. HMT-248
>HMT-202_16S006128 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006129 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006131 HMT-202 Fusobacterium polymorphum
>HMT-231_16S006132 HMT-231 Treponema sp. HMT-231
>HMT-202_16S006133 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006134 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006135 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006136 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006137 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006138 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006139 HMT-202 Fusobacterium polymorphum
>HMT-236_16S006140 HMT-236 Treponema sp. HMT-236
>HMT-202_16S006141 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006142 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006143 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006144 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006145 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006146 HMT-202 Fusobacterium polymorphum
>HMT-607_16S006147 HMT-607 Mycoplasmopsis fermentans
>HMT-202_16S006148 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006149 HMT-202 Fusobacterium polymorphum
>HMT-237_16S006150 HMT-237 Treponema sp. HMT-237
>HMT-234_16S006151 HMT-234 Treponema sp. HMT-234
>HMT-953_16S006152 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006153 HMT-202 Fusobacterium polymorphum
>HMT-413_16S006154 HMT-413 Alloprevotella sp. HMT-413
>HMT-812_16S006155 HMT-812 Helicobacter pylori
>HMT-202_16S006156 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006157 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006158 HMT-953 Fusobacterium hwasookii
>HMT-429_16S006159 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006161 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006162 HMT-953 Fusobacterium hwasookii
>HMT-201_16S006163 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006164 HMT-202 Fusobacterium polymorphum
>HMT-201_16S006165 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006166 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006167 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006168 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006169 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006170 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006171 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006172 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006173 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006174 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006175 HMT-202 Fusobacterium polymorphum
>HMT-812_16S006176 HMT-812 Helicobacter pylori
>HMT-953_16S006177 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006178 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006179 HMT-202 Fusobacterium polymorphum
>HMT-953_16S006180 HMT-953 Fusobacterium hwasookii
>HMT-202_16S006181 HMT-202 Fusobacterium polymorphum
>HMT-413_16S006182 HMT-413 Alloprevotella sp. HMT-413
>HMT-429_16S006183 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006184 HMT-202 Fusobacterium polymorphum
>HMT-322_16S006185 HMT-322 Riemerella sp. HMT-322
>HMT-213_16S006186 HMT-213 Leptotrichia hongkongensis
>HMT-202_16S006187 HMT-202 Fusobacterium polymorphum
>HMT-201_16S006188 HMT-201 Fusobacterium periodonticum
>HMT-202_16S006189 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006190 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006191 HMT-202 Fusobacterium polymorphum
>HMT-429_16S006192 HMT-429 Fusobacterium pseudoperiodonticum
>HMT-202_16S006193 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006194 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006195 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006196 HMT-202 Fusobacterium polymorphum
>HMT-202_16S006197 HMT-202 Fusobacterium polymorphum
